"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","2491.81","","","","2"
"2008","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","2536.23","","","","2"
"2009","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","2485.31","","","","2"
"2010","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","2391.63","","","","2"
"2011","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","2320.14","","","","2"
"2012","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","2170.37","","","","2"
"2013","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","1955.30","","","","2"
"2014","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","1906.62","","","","2"
"2015","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","1770.89","","","","2"
"2016","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","1806.82","","","","2"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","1821.45","","","","2"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","1844.43","","","","2"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","1766.50","","","","2"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44348829","5.1.8","1590.27","","","","2"
"1998","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","15586","","","","0"
"1999","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","15086","","","","0"
"2000","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","13633","","","","0"
"2001","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","14714","","","","0"
"2002","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","14344","","","","0"
"2003","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","15749","","","","0"
"2004","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","15444","","","","0"
"2005","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","14010","","","","0"
"2006","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","15292","","","","0"
"2007","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","17096","","","","0"
"2008","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","17980","","","","0"
"2009","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","17872","","","","0"
"2010","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","17227","","","","0"
"2011","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","16715","","","","0"
"2012","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","15665","","","","0"
"2013","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","14429","","","","0"
"2014","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","14320","","","","0"
"2015","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","13419","","","","0"
"2016","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","13752","","","","0"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","14163","","","","0"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","14712","","","","0"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","14316","","","","0"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44343629","5.1.9","13294","","","","0"
"1998","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","2171.14","","","","2"
"1999","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","2087.33","","","","2"
"2000","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1878.93","","","","2"
"2001","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","2021.71","","","","2"
"2002","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1953.85","","","","2"
"2003","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","2128.27","","","","2"
"2004","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","2072.30","","","","2"
"2005","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1873.64","","","","2"
"2006","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","2035.63","","","","2"
"2007","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","2273.30","","","","2"
"2008","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","2377.74","","","","2"
"2009","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","2346.73","","","","2"
"2010","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","2243.85","","","","2"
"2011","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","2163.77","","","","2"
"2012","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","2023.34","","","","2"
"2013","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1864.99","","","","2"
"2014","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1850.78","","","","2"
"2015","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1736.71","","","","2"
"2016","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1767.27","","","","2"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1803.34","","","","2"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1853.17","","","","2"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1779.20","","","","2"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44340571","5.1.10","1634.40","","","","2"
"1998","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","3904","","","","0"
"1999","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","3995","","","","0"
"2000","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","3301","","","","0"
"2001","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","3059","","","","0"
"2002","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","3268","","","","0"
"2003","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","2841","","","","0"
"2004","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","2755","","","","0"
"2005","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","2524","","","","0"
"2006","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","3004","","","","0"
"2007","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","3428","","","","0"
"2008","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","2964","","","","0"
"2009","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","2731","","","","0"
"2010","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","2708","","","","0"
"2011","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","2695","","","","0"
"2012","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","2495","","","","0"
"2013","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","1883","","","","0"
"2014","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","1558","","","","0"
"2015","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","1291","","","","0"
"2016","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","1356","","","","0"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","1190","","","","0"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","982","","","","0"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","907","","","","0"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44353866","5.1.11","559","","","","0"
"1998","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","5190.04","","","","2"
"1999","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","5316.46","","","","2"
"2000","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","4399.63","","","","2"
"2001","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","4080.57","","","","2"
"2002","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","4361.11","","","","2"
"2003","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","3785.02","","","","2"
"2004","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","3686.01","","","","2"
"2005","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","3403.31","","","","2"
"2006","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","4093.54","","","","2"
"2007","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","4786.17","","","","2"
"2008","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","4257.76","","","","2"
"2009","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","4050.61","","","","2"
"2010","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","4116.19","","","","2"
"2011","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","4204.76","","","","2"
"2012","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","3991.49","","","","2"
"2013","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","3108.90","","","","2"
"2014","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","2638.13","","","","2"
"2015","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","2226.21","","","","2"
"2016","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","2337.41","","","","2"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","2068.67","","","","2"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","1722.66","","","","2"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","1587.58","","","","2"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44408945","5.1.12","968.43","","","","2"
"1998","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","1073","","","","0"
"1999","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","1369","","","","0"
"2000","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","2809","","","","0"
"2001","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","3409","","","","0"
"2002","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","3876","","","","0"
"2003","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","5135","","","","0"
"2004","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","4399","","","","0"
"2005","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","4808","","","","0"
"2006","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","5557","","","","0"
"2007","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","4879","","","","0"
"2008","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","4566","","","","0"
"2009","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","4352","","","","0"
"2010","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","4066","","","","0"
"2011","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","3890","","","","0"
"2012","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","3921","","","","0"
"2013","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","2871","","","","0"
"2014","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","2360","","","","0"
"2015","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","2105","","","","0"
"2016","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","1946","","","","0"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","1865","","","","0"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","1493","","","","0"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","1322","","","","0"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53082425","5.1.13","911","","","","0"
"1998","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","1426.46","","","","2"
"1999","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","1821.84","","","","2"
"2000","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","3743.89","","","","2"
"2001","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","4547.46","","","","2"
"2002","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","5172.48","","","","2"
"2003","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","6841.28","","","","2"
"2004","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","5885.58","","","","2"
"2005","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","6483.02","","","","2"
"2006","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","7572.50","","","","2"
"2007","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","6812.06","","","","2"
"2008","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","6559.03","","","","2"
"2009","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","6454.87","","","","2"
"2010","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","6180.36","","","","2"
"2011","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","6069.21","","","","2"
"2012","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","6272.80","","","","2"
"2013","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","4740.13","","","","2"
"2014","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","3996.14","","","","2"
"2015","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","3629.87","","","","2"
"2016","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","3354.42","","","","2"
"2017","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","3242.07","","","","2"
"2018","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","2619.07","","","","2"
"2019","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","2313.98","","","","2"
"2020","Nova Scotia [12]","2016A000212","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53082426","5.1.14","1578.25","","","","2"


