"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44337931","7.1.8","1983.64","","","","2"
"2012","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44337931","7.1.8","1918.30","","","","2"
"2013","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44337931","7.1.8","1767.96","","","","2"
"2014","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44337931","7.1.8","1657.33","","","","2"
"2015","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44337931","7.1.8","1652.07","","","","2"
"2016","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44337931","7.1.8","1757.85","","","","2"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44337931","7.1.8","1778.60","","","","2"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44337931","7.1.8","1824.81","","","","2"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44337931","7.1.8","1822.42","","","","2"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44337931","7.1.8","1626.22","","","","2"
"1998","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","11811","","","","0"
"1999","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","13323","","","","0"
"2000","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","11812","","","","0"
"2001","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","12071","","","","0"
"2002","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","10331","","","","0"
"2003","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","10532","","","","0"
"2004","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","10801","","","","0"
"2005","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","10029","","","","0"
"2006","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","10334","","","","0"
"2007","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","10892","","","","0"
"2008","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","11674","","","","0"
"2009","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","11825","","","","0"
"2010","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","11845","","","","0"
"2011","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","11487","","","","0"
"2012","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","11412","","","","0"
"2013","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","10588","","","","0"
"2014","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","9993","","","","0"
"2015","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","10042","","","","0"
"2016","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","10961","","","","0"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","11214","","","","0"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","11474","","","","0"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","11745","","","","0"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, adult charged","Number","223","units","0","v44382375","7.1.9","10669","","","","0"
"1998","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","2038.85","","","","2"
"1999","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","2288.60","","","","2"
"2000","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","2019.47","","","","2"
"2001","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","2054.82","","","","2"
"2002","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1750.50","","","","2"
"2003","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1775.99","","","","2"
"2004","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1813.89","","","","2"
"2005","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1681.16","","","","2"
"2006","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1730.65","","","","2"
"2007","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1818.41","","","","2"
"2008","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1937.83","","","","2"
"2009","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1947.79","","","","2"
"2010","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1936.74","","","","2"
"2011","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1864.50","","","","2"
"2012","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1840.36","","","","2"
"2013","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1702.58","","","","2"
"2014","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1602.76","","","","2"
"2015","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1609.33","","","","2"
"2016","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1745.56","","","","2"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1776.22","","","","2"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1806.71","","","","2"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1832.32","","","","2"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44371991","7.1.10","1653.37","","","","2"
"1998","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","3498","","","","0"
"1999","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","3226","","","","0"
"2000","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","3071","","","","0"
"2001","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","3024","","","","0"
"2002","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","2991","","","","0"
"2003","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","2362","","","","0"
"2004","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","2076","","","","0"
"2005","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","2047","","","","0"
"2006","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","1956","","","","0"
"2007","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","2059","","","","0"
"2008","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","2125","","","","0"
"2009","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","2211","","","","0"
"2010","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","2210","","","","0"
"2011","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","1755","","","","0"
"2012","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","1446","","","","0"
"2013","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","1271","","","","0"
"2014","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","1134","","","","0"
"2015","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","1053","","","","0"
"2016","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","911","","","","0"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","853","","","","0"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","971","","","","0"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","800","","","","0"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth charged","Number","223","units","0","v44401490","7.1.11","607","","","","0"
"1998","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","5638.21","","","","2"
"1999","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","5260.67","","","","2"
"2000","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","5066.15","","","","2"
"2001","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","5049.93","","","","2"
"2002","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","5054.58","","","","2"
"2003","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","4023.78","","","","2"
"2004","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","3563.52","","","","2"
"2005","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","3526.88","","","","2"
"2006","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","3405.89","","","","2"
"2007","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","3640.90","","","","2"
"2008","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","3846.99","","","","2"
"2009","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","4104.86","","","","2"
"2010","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","4177.38","","","","2"
"2011","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","3409.55","","","","2"
"2012","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","2881.34","","","","2"
"2013","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","2599.61","","","","2"
"2014","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","2367.73","","","","2"
"2015","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","2212.46","","","","2"
"2016","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","1920.44","","","","2"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","1810.50","","","","2"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","2069.92","","","","2"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","1688.44","","","","2"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44381888","7.1.12","1262.03","","","","2"
"1998","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","1317","","","","0"
"1999","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","1377","","","","0"
"2000","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","1613","","","","0"
"2001","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","1637","","","","0"
"2002","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","1608","","","","0"
"2003","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","1952","","","","0"
"2004","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","2624","","","","0"
"2005","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","2850","","","","0"
"2006","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","2926","","","","0"
"2007","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","3200","","","","0"
"2008","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","3222","","","","0"
"2009","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","3075","","","","0"
"2010","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","2764","","","","0"
"2011","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","2216","","","","0"
"2012","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","2196","","","","0"
"2013","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","1511","","","","0"
"2014","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","1452","","","","0"
"2015","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","1253","","","","0"
"2016","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","1295","","","","0"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","1175","","","","0"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","915","","","","0"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","858","","","","0"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Total, youth not charged","Number","223","units","0","v53083378","7.1.13","588","","","","0"
"1998","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","2122.79","","","","2"
"1999","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","2245.49","","","","2"
"2000","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","2660.93","","","","2"
"2001","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","2733.71","","","","2"
"2002","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","2717.41","","","","2"
"2003","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","3325.33","","","","2"
"2004","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","4504.18","","","","2"
"2005","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","4910.41","","","","2"
"2006","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","5094.90","","","","2"
"2007","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","5658.51","","","","2"
"2008","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","5832.94","","","","2"
"2009","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","5708.93","","","","2"
"2010","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","5224.56","","","","2"
"2011","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","4305.17","","","","2"
"2012","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","4375.81","","","","2"
"2013","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","3090.49","","","","2"
"2014","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","3031.69","","","","2"
"2015","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","2632.68","","","","2"
"2016","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","2729.94","","","","2"
"2017","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","2493.95","","","","2"
"2018","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","1950.54","","","","2"
"2019","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","1810.85","","","","2"
"2020","New Brunswick [13]","2016A000213","Total, all violations [0]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53083379","7.1.14","1222.53","","","","2"


